在一个智能家居中，安装了摄像头和传感器，用于监控房屋周围的异常活动。,通过设备感知是否有不寻常的移动，确保家庭安全。,The security system uses @ @ to alert homeowners of unusual activity.,The security system uses 「motion detection」 to alert homeowners of unusual activity.,安保系统使用「动作探测」来警告房主有异常活动。,典型中式英语：'Sense movement' 纠正：Use 'motion detection' for technology that identifies movement.,4daf6dfebe460bb0684625a7f4747808.wav
在一个化工厂，工程师使用专业设备检查管道是否有气体泄漏。,通过仪器探测潜在的泄漏，防止事故发生。,The equipment is critical for @ @ to prevent hazardous incidents.,The equipment is critical for 「leak detection」 to prevent hazardous incidents.,该设备对「泄漏探测」至关重要，以防止危险事故。,典型中式英语：'Find leak' 纠正：Use 'leak detection' to describe the process of identifying leaks with equipment.,5506b387ab8c7dba2c2a4e864d34ab39.wav
一群孩子在暑假期间，决定去村子附近的老房子探险。他们听说那里曾住过一位富有的商人，传说他把财富藏在了某处。孩子们带着铲子和地图，兴奋地挖掘着后院。,孩子们梦想发现传说中的金银财宝，想象自己找到一箱金币或珠宝，改变生活。,The kids spent all summer searching for @ @ in the old mansion’s backyard.,The kids spent all summer searching for 「hidden treasure」 in the old mansion’s backyard.,孩子们整个夏天都在老宅的后院寻找「隐藏的财宝」。,典型中式英语：'The kids look for treasure hidden.' 纠正：'The kids are searching for hidden treasure.'（注意搭配和语序，'hidden treasure'是固定表达，动词'search for'更自然。）,799ce83447cddfbc3d623c50a2494484.wav
在一部冒险电影中，主人公是一位考古学家，他在沙漠中发现了一座古墓。根据古老的地图，他相信墓中藏有法老的珍贵文物。,主人公希望找到古代的珍宝，比如黄金面具或珠宝，这些物品不仅有经济价值，还有历史意义。,The archaeologist uncovered @ @ in the ancient tomb after years of research.,The archaeologist uncovered 「buried treasure」 in the ancient tomb after years of research.,考古学家经过多年研究，在古墓中发现了「埋藏的财宝」。,典型中式英语：'He found treasure buried in tomb.' 纠正：'He uncovered buried treasure in the ancient tomb.'（'buried treasure'是固定搭配，'uncover'比'find'更适合考古场景。）,c7c81567f3ed62c85c09371ec6b55dbd.wav
一位老人在社区活动中分享他与妻子的故事。他们结婚50年，经历了无数风雨，他总是称妻子为他生命中最珍贵的人。,老人把妻子视为无价之宝，因为她陪伴他走过人生，给予支持和爱。,He always said his wife was a @ @ in his life.,He always said his wife was a 「real treasure」 in his life.,他总是说他的妻子是他生命中的「真正珍宝」。,典型中式英语：'My wife is my treasure.' 纠正：'My wife is a real treasure.'（'real treasure'更强调情感上的珍贵，且更符合英语表达习惯。）,613bd74a0252d03484b8d41b34e46967.wav
在一个博物馆的开幕式上，馆长向观众介绍一件古代陶器，称其为国家的文化遗产，象征着民族的历史和智慧。,馆长认为这件文物不仅是艺术品，更是国家文化的象征，值得所有人珍视。,The curator described the ancient vase as a @ @ to the nation.,The curator described the ancient vase as a 「national treasure」 to the nation.,馆长将这件古 vase 描述为国家的「国宝」。,典型中式英语：'This vase is treasure of nation.' 纠正：'This vase is a national treasure.'（'national treasure'是固定搭配，冠词'a'不可省略。）,26ac8e2facfd258bcc6ff31be16eeb67.wav
一位母亲在整理旧物时，找到女儿小时候画的一幅画。虽然画得很简单，但对她来说，这幅画承载了珍贵的回忆。,母亲非常珍视这幅画，因为它让她想起女儿小时候的快乐时光。,She will always @ @ of her daughter’s first drawing.,She will always 「treasure a memory」 of her daughter’s first drawing.,她将永远「珍视一段回忆」，关于女儿的第一幅画。,典型中式英语：'I treasure my daughter’s drawing memory.' 纠正：'I treasure the memory of my daughter’s drawing.'（'treasure a memory'是固定搭配，需明确宾语结构。）,eddb5cd9eb584081bb8eb12a81ebe2ba.wav
一对情侣在海边度过了一个浪漫的夜晚，彼此承诺会永远记住这个特别的时刻。他们手牵手，许下心愿。,他们希望将这个浪漫的夜晚当作人生中最珍贵的时刻，永远铭记。,They promised to @ @ from that night by the sea.,They promised to 「treasure a moment」 from that night by the sea.,他们承诺要「珍视一刻」，来自那个海边的夜晚。,典型中式英语：'We treasure this night moment.' 纠正：'We treasure the moment from that night.'（'treasure a moment'是固定搭配，介词'from'使语义更清晰。）,65f7f68a4da5683e347e62e95e46cb3e.wav
一位年轻人刚刚得知自己的大学申请被所有顶尖学校拒绝，他感到非常失落和意外。,他因为这个坏消息感到非常震惊，像是被雷击中一样，整个人都呆住了。,He was @ @ after hearing the rejection news from all his dream schools.,He was 「in shock」 after hearing the rejection news from all his dream schools.,他在听到所有梦想学校的拒绝消息后「震惊不已」。,典型中式英语：'He was very shock.' 纠正：'He was in shock.' 或 'He was shocked.',99a1cf7b88ba747f8a29bc71bf706d21.wav
一位中国留学生刚到美国，面对完全不同的生活方式和社交习惯，感到很不适应。,她觉得自己像是进入了一个完全陌生的世界，所有的文化差异让她感到困惑和不安。,Moving to a new country caused her to experience @ @.,Moving to a new country caused her to experience 「culture shock」.,搬到一个新国家让她经历了「文化冲击」。,典型中式英语：'She felt culture shocking.' 纠正：'She experienced culture shock.',a1ff5d4d4ba06eccb412678a6a19104a.wav
一位电工在修理电路时不小心触碰了裸露的电线，身体被电了一下。,他因为触碰电线而感到一阵强烈的刺痛，整个人都抖了一下。,The electrician received an @ @ while working on the wiring.,The electrician received an 「electric shock」 while working on the wiring.,电工在修理电线时受到了「电击」。,典型中式英语：'He was shocked by electricity.' 纠正：'He received an electric shock.',b91e1d83f67ab27b8168051ec1d6c769.wav
一辆汽车行驶在崎岖的山路上，车身的减震器帮助减少颠簸带来的不适。,汽车在不平坦的路上行驶时，减震器吸收了大部分的震动，让乘客感觉更舒适。,The car’s @ @ helped smooth out the bumpy ride.,The car’s 「shock absorber」 helped smooth out the bumpy ride.,汽车的「减震器」帮助缓解了颠簸的行驶体验。,典型中式英语：'The car’s shock reducer worked well.' 纠正：'The car’s shock absorber worked well.',496268dac1039e8d139d63202cd6dc54.wav
一位员工突然听说公司将要裁员，而自己也在裁员名单上，感到非常意外。,这个消息对他来说完全是个晴天霹雳，他从未想到自己会失去这份工作。,The news of the layoffs @ @ @ to him.,The news of the layoffs 「came as a shock」 to him.,裁员的消息对他来说「令人震惊」。,典型中式英语：'The news shocked him a lot.' 纠正：'The news came as a shock to him.',73d73f7a3f1a8fbbe572cb46005c6b28.wav
一位年轻人因为长期不健康的生活方式被诊断出健康问题，这让他开始重新审视自己的习惯。,这个诊断结果让他意识到自己需要改变生活方式，否则健康会继续恶化。,"The diagnosis was a @ @ @, prompting him to change his lifestyle.","The diagnosis was a 「shock to the system」, prompting him to change his lifestyle.",这个诊断结果对他来说是「一次重大冲击」，促使他改变生活方式。,典型中式英语：'The diagnosis was a big shock for his body.' 纠正：'The diagnosis was a shock to the system.',c5fd3021c4d75ae2842149505859f8df.wav
在一所学校里，老师为了让课堂更有趣，决定只教学生简单的英文歌曲，而不是系统的语法和词汇。学生们虽然很开心，但他们的英语水平没有实质性提高，家长们开始抱怨。,老师的本意是让学习变得有趣，但实际上这种教学方式限制了学生的英语发展，是一种误导。,"By focusing only on songs, the teacher @ @ @ the students' language development.","By focusing only on songs, the teacher 「did a disservice to」 the students' language development.",通过只专注于歌曲，老师「对学生语言发展造成了损害」。,典型中式英语：'The teacher made a bad influence to students' learning.' 纠正：'The teacher did a disservice to the students’ learning.'（'make a bad influence'不够地道，'do a disservice'更准确表达无意中的损害）,c8a1ba7002eea47c13e77a9755a08ff6.wav
在一个团队项目中，经理为了保护一位新员工的自信心，总是夸大他的贡献，而忽略了其他团队成员的努力。这让团队士气低落，其他成员感到不公平。,经理的本意是鼓励新人，但这种做法实际上损害了整个团队的合作精神。,"By overpraising the new employee, the manager did a @ @ to the team's morale.","By overpraising the new employee, the manager did a 「great disservice」 to the team's morale.",通过过度表扬新员工，经理「对团队士气造成了重大损害」。,典型中式英语：'The manager hurt the team’s spirit.' 纠正：'The manager did a great disservice to the team’s morale.'（'hurt the spirit'显得模糊，'do a great disservice'更具体且正式）,4aaa78e56fc147bfc9cb3af0e1d218aa.wav
一个年轻人在公司年会上向同事分享自己的职业规划，表达对未来发展的渴望。,他想表达自己有清晰的目标，并且愿意为之努力奋斗。,"She’s determined to @ @ @ in her career, no matter the challenges.","She’s determined to 「pursue a goal」 in her career, no matter the challenges.",她决心在职业生涯中「追求目标」，无论遇到什么挑战。,典型中式英语：'She wants to chase her target.' 纠正：'Target' 在此语境中不如 'goal' 自然，'chase' 更常用于具体物体，而 'pursue' 更适合抽象目标。,1dd7f4f0aaf567c61702fca5567cb2a5.wav
一位学生在课堂上讨论自己希望进入顶尖大学，并为此制定了详细的学习计划。,他希望通过严格要求自己来实现梦想。,He always @ @ @ for himself to get into a top university.,He always 「sets high standards」 for himself to get into a top university.,他总是为自己「设定高标准」，以进入顶尖大学。,典型中式英语：'He makes high rules for himself.' 纠正：'Rules' 不适合表达个人标准，'set high standards' 是更自然的搭配。,378fb542a8588f69fa4cb8cff6da0790.wav
一家科技公司宣布开发一款全新的智能产品，需要大量资金和团队合作。,公司希望通过这个项目展示自己的创新能力。,The company is ready to @ @ @ that could revolutionize the industry.,The company is ready to 「launch a project」 that could revolutionize the industry.,公司准备「启动一个项目」，这可能会彻底改变行业。,典型中式英语：'The company wants to start a big work.' 纠正：'Work' 过于笼统，'start' 不如 'launch' 正式，'launch a project' 是更专业的表达。,ce8e7e295277d25827e5b4a53de8821d.wav
一个城市规划团队讨论建设一座现代化高铁站的提案。,他们希望这个计划能提升城市的交通和经济水平。,The team proposed to @ @ @ to modernize the city’s infrastructure.,The team proposed to 「implement a plan」 to modernize the city’s infrastructure.,团队提议「实施一个计划」来现代化城市的基础设施。,典型中式英语：'The team wants to do a plan.' 纠正：'Do a plan' 不符合英语习惯，'implement a plan' 是更准确的表达。,b76d739d5b3b5f0b473758029b841a2f.wav
在一个炎热的夏日午后，你和朋友们坐在咖啡馆里，讨论接下来做什么。服务员走过来问你们是否需要点什么。,你觉得喝点冷饮会很不错，于是提议大家一起点些饮料。,"After sitting here for a while, do you @ @ @?","After sitting here for a while, do you 「fancy a drink」?",在这儿坐了一会儿后，你想「喝点东西」吗？,典型中式英语：'You want drink something?' 纠正：'Do you fancy a drink?' 或 'Would you like something to drink?',c0dcb5c69464d4d9e0a45cd9a755c341.wav
周末早晨，你醒来后发现天气很好，阳光明媚，微风轻轻吹过窗帘。你觉得出去散步是个好主意。,你想邀请室友一起出去走走，享受一下清新的空气。,It’s such a nice day—do you @ @ @?,It’s such a nice day—do you 「fancy a walk」?,天气这么好，你想「出去散步」吗？,典型中式英语：'You want go walk?' 纠正：'Do you fancy a walk?' 或 'Would you like to go for a walk?',6560b023849085cb2ba67655b354ccf2.wav
你被邀请参加一个主题派对，派对要求所有人都穿上特别的服装，比如扮演电影角色或历史人物。,你决定租一套很华丽的服装，让自己看起来与众不同。,"For the party, I’m thinking of renting some @ @.","For the party, I’m thinking of renting some 「fancy dress」.",为了派对，我想租一些「华丽的服装」。,典型中式英语：'I rent beautiful clothes.' 纠正：'I’m thinking of renting some fancy dress.' 或 'I’ll rent a fancy costume.',7852aab226cae069601c4a534c72879d.wav
你和朋友计划庆祝一次重要的考试通过，想找一个特别的地方吃饭，而不是平常的小餐馆。,你提议去一家环境优雅、服务一流的餐厅，享受一顿特别的晚餐。,Let’s celebrate by going to a @ @ tonight.,Let’s celebrate by going to a 「fancy restaurant」 tonight.,我们今晚去一家「高档餐厅」庆祝吧。,典型中式英语：'We go expensive restaurant.' 纠正：'Let’s go to a fancy restaurant.' 或 'How about a nice restaurant?',241fa3a3da0d95ae6c0560679076e29f.wav
一个年轻人在职业生涯早期努力工作，希望通过储蓄和投资来实现财务自由。他每个月都会存下一部分工资，并投资于股票和基金。,通过持续的努力和储蓄，年轻人希望自己的财富能够逐渐增长，最终实现经济独立。,"Over the years, he managed to @ @ through consistent saving and smart investments.","Over the years, he managed to 「accumulate wealth」 through consistent saving and smart investments.",多年来，他通过持续储蓄和明智投资设法「积累了财富」。,"典型中式英语：He saved money to 'add wealth'. 纠正：'Accumulate wealth' is more natural, as it conveys gradual growth over time.",20e78207d6e32d1be2c7f9edfa8e2796.wav
一个老旧的图书馆角落里，书架上堆满了多年未被清理的书籍，书本上覆盖着一层厚厚的灰尘。,由于长时间无人打扫，灰尘在物体表面慢慢堆积，形成一层明显的覆盖物。,The books in the corner of the library had begun to @ @ due to years of neglect.,The books in the corner of the library had begun to 「accumulate dust」 due to years of neglect.,图书馆角落的书由于多年无人打理，已经开始「积满灰尘」。,典型中式英语：The books 'gathered dust'. 纠正：'Accumulate dust' is more precise for describing the gradual buildup of dust.,7099c0682750d08350c36434a2cb22dc.wav
一位软件工程师在多个项目中工作，参与了从前端到后端的开发任务，逐渐成为团队中的技术骨干。,通过参与不同的项目，工程师不断学习新技术，积累了丰富的专业经验。,"By working on diverse projects, she was able to @ @ that made her a valuable team member.","By working on diverse projects, she was able to 「accumulate experience」 that made her a valuable team member.",通过参与多样化的项目，她能够「积累经验」，这使她成为团队中宝贵的成员。,典型中式英语：She 'got experience' from projects. 纠正：'Accumulate experience' emphasizes the gradual and continuous process.,cde58eca6c72acf9bf4d2fdf27af4b5e.wav
一个大学生在暑期实习期间，每天阅读行业报告并与导师讨论，逐渐对市场分析有了深入的了解。,通过阅读和讨论，学生逐渐掌握了关于某个领域的系统性知识。,"During her internship, she worked hard to @ @ by reading reports and discussing with her mentor.","During her internship, she worked hard to 「accumulate knowledge」 by reading reports and discussing with her mentor.",在实习期间，她通过阅读报告和与导师讨论，努力「积累知识」。,典型中式英语：She 'learned knowledge' during internship. 纠正：'Accumulate knowledge' is more idiomatic for describing the process of gradual learning.,4ec147be60191a86176d2de4d39edcfe.wav
在一个家庭聚会上，妈妈因为桌布上有一点污渍而开始抱怨，并试图重新整理整个餐桌。,妈妈觉得桌布上的污渍很碍眼，觉得这会让客人觉得家里不整洁，因此显得有些激动。,Why do you always @ @ @ about such small things?,Why do you always 「make a fuss」 about such small things?,为什么你总是为这么小的事情「大惊小怪」？,典型中式英语：'Why you always so noisy for small things?' 纠正：避免用'noisy'表示情绪激动，改为'make a fuss'以表达小题大做。,bdb2606b967a67ae6e15df67a7fcd148.wav
在公司会议上，一个同事因为座位安排不满意而大声抱怨，引起了大家的注意。,同事觉得座位安排不公平，觉得自己被忽视了，因此公开表达不满。,He always @ @ @ @ when things don’t go his way.,He always 「kicks up a fuss」 when things don’t go his way.,他总是在事情不顺心时「大闹一场」。,典型中式英语：'He always make trouble when not happy.' 纠正：'make trouble'过于笼统，'kick up a fuss'更能体现公开抱怨的场景。,049b8b367c149da561a49392cd487a87.wav
在公园里，一位奶奶不断地给小孙子整理衣服，担心他会着凉。,奶奶觉得孙子可能会冷，总是围着他转，帮他整理衣服和围巾。,"She always @ @ @ her grandson, even when he’s fine.","She always 「fusses over」 her grandson, even when he’s fine.",她总是对她的孙子「过分关心」，即使他没事。,典型中式英语：'She always take care too much her grandson.' 纠正：'take care too much'不自然，'fuss over'更能体现溺爱或过分关注。,c22787c1b20244e73fd3e7ae62c6019e.wav
在朋友聚会上，主人不停地问一个刚来的朋友是否需要更多食物或饮料。,主人想让新朋友感到受欢迎，因此特别关注他的需求，显得有些过度热情。,The host loves to @ @ @ @ new guests to make them feel welcome.,The host loves to 「make a fuss of」 new guests to make them feel welcome.,主人喜欢对新来的客人「特别关照」，以让他们感到受欢迎。,典型中式英语：'The host always care new guests too much.' 纠正：'care too much'不够具体，'make a fuss of'更能表达热情款待的含义。,8602bfa8aa718701f2de8f0b0f6d59be.wav
一位学生在为高考选择大学专业时，经过多次咨询和思考，最终决定学习计算机科学，因为他认为这个领域有长期的职业发展前景。,在反复权衡不同选择后，得出一个最终的决定。,"After exploring various options, his decision to study computer science @ @ @ the best choice.","After exploring various options, his decision to study computer science 「proved to be」 the best choice.",在探索多种选择后，他决定学习计算机科学「被证明是」最佳选择。,"中式英语：'At last, he choosed computer science is best.' 纠正：'Ultimately, his choice of computer science proved to be the best.'（注意时态、动词形式和搭配的自然性）",a180ba1c9828b12d87a54c7ab7c97130.wav
一家初创公司在开发一款新应用时，面临技术难题和资金短缺，经过团队的努力和外部投资，最终成功推出产品。,通过坚持和努力，某件事在最后取得成功。,"Despite many challenges, their hard work @ @ a successful product launch.","Despite many challenges, their hard work 「led to」 a successful product launch.",尽管面临诸多挑战，他们的努力「带来了」产品成功发布。,中式英语：'They work hard and finally get success.' 纠正：'Their hard work ultimately led to a successful outcome.'（避免简单化的'finally'和不自然的表达）,1a91839f66f50566e24f061b40226d8b.wav
在一次团队会议中，讨论为什么项目进度落后，经理指出，虽然表面上有技术问题，但根本原因是团队沟通不足。,揭示某事背后的根本原因或本质。,"Though technical issues were mentioned, the project’s delay @ @ @ poor communication.","Though technical issues were mentioned, the project’s delay 「came down to」 poor communication.",虽然提到了技术问题，但项目延误「归结为」沟通不畅。,中式英语：'The delay is because communication bad.' 纠正：'The delay ultimately came down to poor communication.'（使用更自然的搭配和句式）,4ec178c1e42721c490ad6e4f028bd14d.wav
一位老师在课堂上向学生解释环保的重要性，强调虽然技术可以帮助减少污染，但问题核心在于人们的生活习惯。,强调某事的本质或核心问题。,"While technology can help, environmental issues @ @ @ people’s habits.","While technology can help, environmental issues 「are about」 people’s habits.",虽然技术有帮助，但环境问题「关乎」人们的生活习惯。,中式英语：'Environment problem is people’s habit.' 纠正：'Environmental issues are ultimately about people’s habits.'（注意冠词和搭配的完整性）,2e4d1f9c27948cffb29a21fe0040fb10.wav
在一场音乐会上，主唱不仅唱歌，还通过与观众互动、夸张的动作和舞台效果吸引了所有人的目光。,主唱通过充满活力的表演和引人注目的舞台表现，让观众沉浸在音乐会的氛围中。,The lead singer @ @ to captivate the audience with dramatic gestures and infectious energy.,The lead singer 「displayed showmanship」 to captivate the audience with dramatic gestures and infectious energy.,主唱「展现了表演技巧」，通过夸张的手势和感染力十足的能量吸引了观众。,典型中式英语：'He performed very show.' 纠正：'He displayed great showmanship.'（避免直接翻译为‘表演得很秀’，应使用正确的英语表达来描述表演技巧。）,103d90191650dba1c1cf776c0c8393a6.wav
在一场电视选秀节目中，一位参赛者通过自信的演讲和幽默的互动赢得了评委和观众的喜爱。,参赛者通过自信和风趣的表现方式，让自己的表演在众多选手中脱颖而出。,"The contestant impressed the judges with @ @, making her performance unforgettable.","The contestant impressed the judges with 「great showmanship」, making her performance unforgettable.",参赛者以「出色的表演技巧」给评委留下了深刻印象，使她的表演令人难忘。,典型中式英语：'She has very good show ability.' 纠正：'She demonstrated great showmanship.'（避免使用‘show ability’这种不自然的表达，改为地道的‘showmanship’。）,e772bd6ed1855d77999245d047c824f8.wav
在一次产品发布会上，主持人通过生动的演示和幽默的语言吸引了观众对新手机的兴趣。,主持人通过有趣的演示和吸引人的表达方式，让观众对新产品充满期待。,The presenter used @ @ to highlight the new smartphone’s features in an engaging way.,The presenter used 「effective showmanship」 to highlight the new smartphone’s features in an engaging way.,主持人运用「有效的表演技巧」，以引人入胜的方式展示了新智能手机的功能。,典型中式英语：'He showed the product very attractive.' 纠正：'He used effective showmanship to present the product.'（避免直接翻译为‘展示得很吸引’，应使用‘showmanship’来描述推广技巧。）,813e7eead70abb88ee8b5cac59adc97b.wav
在一次贸易展会上，一家公司的展位通过互动游戏和炫目的灯光吸引了大量参观者。,公司通过独特的展示方式和吸引人的活动，让自己的展位成为展会亮点。,"The company’s booth stood out thanks to their @ @, drawing crowds all day.","The company’s booth stood out thanks to their 「marketing showmanship」, drawing crowds all day.",公司的展位因其「市场推广技巧」而脱颖而出，整天吸引了大量人群。,典型中式英语：'Their booth was very showy.' 纠正：'Their booth showcased impressive marketing showmanship.'（避免使用‘showy’这种带有负面含义的词，改为更贴切的‘showmanship’。）,591f81fc436afc2de41e33f45a91d56d.wav
公司原计划周五召开季度总结会议，但因主要负责人临时出差，会议被推迟。,需要通知所有参会人员，会议不再举行。,"Due to the manager's absence, we had to @ @ @ this Friday.","Due to the manager's absence, we had to 「cancel a meeting」 this Friday.",由于经理不在，我们不得不「取消会议」。,典型中式英语：'We stop the meeting.' 纠正：'We canceled the meeting.'（'stop'不用于终止计划或活动，'cancel'更自然。）,6c9123d0c7216b49073d87ab3d1407c0.wav
小明计划去上海旅行，但因天气预报有台风，他决定不去。,需要联系航空公司，取消已经预订的机票。,"Because of the typhoon warning, Xiao Ming decided to @ @ @.","Because of the typhoon warning, Xiao Ming decided to 「cancel a flight」.",由于台风警告，小明决定「取消航班」。,典型中式英语：'He canceled his airplane.' 纠正：'He canceled his flight.'（'airplane'指飞机本身，'flight'指航班。）,fb9650bec7fe1dc8b9efdddff5533401.wav
小红在银行发现一张支票填写错误，无法使用，需要作废。,需要通知银行，这张支票不再有效。,"After noticing the error, Hong immediately @ @ @.","After noticing the error, Hong immediately 「canceled a check」.",发现错误后，小红立即「取消支票」。,典型中式英语：'She canceled the money paper.' 纠正：'She canceled the check.'（'money paper'不地道，'check'是正确术语。）,62f8cf238b1e6aeae158403cdb762f39.wav
一家公司因合作伙伴违约，决定终止合作协议。,需要正式通知对方，合同不再有效。,"Due to the breach, the company decided to @ @ @.","Due to the breach, the company decided to 「cancel a contract」.",由于违约，公司决定「取消合同」。,典型中式英语：'They canceled the agreement paper.' 纠正：'They canceled the contract.'（'agreement paper'不常用，'contract'更正式。）,9895675221dbc6c857fce21d3d1273b5.wav
小刚欠朋友1000元的债务，同时朋友也欠他1000元，双方决定不再追究。,双方债务相互抵消，不需要实际还款。,"Since they owed each other the same amount, they decided to @ @ @ @.","Since they owed each other the same amount, they decided to 「cancel out a debt」.",由于彼此欠款相同，他们决定「抵消债务」。,典型中式英语：'They canceled the money.' 纠正：'They canceled out the debt.'（'cancel the money'不准确，'cancel out the debt'更贴合。）,6c4c1a5523cddc510753da944af4aab2.wav
在物理实验中，两个相反的力作用于物体，最终物体保持静止。,两个力的作用相互抵消，没有净效果。,"The two opposing forces @ @ @ @, leaving the object stationary.","The two opposing forces 「canceled each other out」, leaving the object stationary.",两个相反的力「相互抵消」，使物体保持静止。,典型中式英语：'The forces canceled.' 纠正：'The forces canceled each other out.'（需明确'相互抵消'，加上'each other out'。）,e20616b27d1af214415c69275c7d6b61.wav
